"timeMillisSpent","score"
2,"0hard/-5654soft"
2,"0hard/-5115soft"
2,"0hard/-4175soft"
8,"0hard/-3865soft"
15,"0hard/-3842soft"
21,"0hard/-3535soft"
31,"0hard/-3450soft"
42,"0hard/-3278soft"
56,"0hard/-2510soft"
89,"0hard/-2232soft"
167,"0hard/-1915soft"
796,"0hard/-1788soft"
833,"0hard/-1228soft"
1334,"0hard/-876soft"
8605,"0hard/-840soft"
14573,"0hard/-756soft"
