"timeMillisSpent","score"
2,"0hard/1563soft"
3,"0hard/1589soft"
4,"0hard/1649soft"
5,"0hard/1680soft"
8,"0hard/1721soft"
10,"0hard/1730soft"
17,"0hard/1735soft"
736,"0hard/1762soft"
1245,"0hard/1774soft"
1820,"0hard/1782soft"
15464,"0hard/1789soft"
