"timeMillisSpent","score"
1,"-15hard/2328soft"
1,"0hard/1879soft"
21,"0hard/1974soft"
39,"0hard/2026soft"
41,"0hard/2037soft"
62,"0hard/2153soft"
307,"0hard/2246soft"
354,"0hard/2251soft"
478,"0hard/2348soft"
893,"0hard/2378soft"
4525,"0hard/2388soft"
4529,"0hard/2421soft"
6030,"0hard/2451soft"
6037,"0hard/2491soft"
8382,"0hard/2496soft"
8680,"0hard/2503soft"
8731,"0hard/2512soft"
9218,"0hard/2530soft"
