"timeMillisSpent","score"
1,"0hard/-6484soft"
37,"0hard/-5154soft"
43,"0hard/-3619soft"
143,"0hard/-3537soft"
144,"0hard/-3266soft"
220,"0hard/-3253soft"
220,"0hard/-2855soft"
271,"0hard/-2631soft"
289,"0hard/-2105soft"
355,"0hard/-2090soft"
789,"0hard/-1926soft"
1973,"0hard/-1591soft"
3736,"0hard/-1571soft"
4898,"0hard/-1527soft"
5986,"0hard/-1242soft"
9122,"0hard/-1238soft"
