"timeMillisSpent","score"
4,"0hard/2249soft"
7,"0hard/2379soft"
18,"0hard/2440soft"
30,"0hard/2484soft"
32,"0hard/2514soft"
39,"0hard/2515soft"
396,"0hard/2531soft"
399,"0hard/2543soft"
5087,"0hard/2556soft"
5900,"0hard/2573soft"
5915,"0hard/2586soft"
5927,"0hard/2602soft"
