"timeMillisSpent","score"
6,"0hard/1390soft"
10,"0hard/1418soft"
15,"0hard/1435soft"
19,"0hard/1447soft"
24,"0hard/1452soft"
40,"0hard/1461soft"
45,"0hard/1464soft"
51,"0hard/1481soft"
850,"0hard/1485soft"
941,"0hard/1487soft"
1036,"0hard/1521soft"
1166,"0hard/1533soft"
1270,"0hard/1537soft"
1834,"0hard/1544soft"
7836,"0hard/1548soft"
7842,"0hard/1562soft"
7958,"0hard/1568soft"
14911,"0hard/1576soft"
