"timeMillisSpent","score"
2,"-6hard/1263soft"
2,"-3hard/1252soft"
2,"-1hard/1116soft"
2,"-1hard/1129soft"
2,"-1hard/1131soft"
2,"-1hard/1202soft"
4,"-1hard/1218soft"
4,"-1hard/1256soft"
6,"-1hard/1257soft"
7,"-1hard/1265soft"
7,"0hard/1204soft"
18,"0hard/1221soft"
20,"0hard/1247soft"
