"timeMillisSpent","score"
15,"-5hard/562soft"
28,"0hard/549soft"
46,"0hard/559soft"
64,"0hard/560soft"
101,"0hard/565soft"
123,"0hard/568soft"
229,"0hard/578soft"
253,"0hard/584soft"
620,"0hard/589soft"
