"timeMillisSpent","score"
4,"0hard/485soft"
14,"0hard/490soft"
20,"0hard/525soft"
38,"0hard/549soft"
79,"0hard/566soft"
85,"0hard/580soft"
91,"0hard/594soft"
1341,"0hard/598soft"
2364,"0hard/607soft"
4461,"0hard/608soft"
10025,"0hard/611soft"
