"timeMillisSpent","score"
2,"0hard/624soft"
2,"0hard/744soft"
2,"0hard/754soft"
3,"0hard/775soft"
6,"0hard/784soft"
6,"0hard/944soft"
19,"0hard/952soft"
20,"0hard/964soft"
21,"0hard/1073soft"
34,"0hard/1146soft"
60,"0hard/1150soft"
101,"0hard/1159soft"
140,"0hard/1162soft"
163,"0hard/1174soft"
275,"0hard/1176soft"
286,"0hard/1177soft"
343,"0hard/1180soft"
363,"0hard/1188soft"
425,"0hard/1200soft"
4540,"0hard/1201soft"
