"timeMillisSpent","score"
11,"0hard/-1201soft"
21,"0hard/-690soft"
31,"0hard/-189soft"
42,"0hard/169soft"
52,"0hard/672soft"
63,"0hard/935soft"
74,"0hard/936soft"
101,"0hard/1048soft"
117,"0hard/1084soft"
133,"0hard/1095soft"
165,"0hard/1190soft"
218,"0hard/1226soft"
284,"0hard/1232soft"
513,"0hard/1234soft"
526,"0hard/1308soft"
1825,"0hard/1313soft"
1838,"0hard/1440soft"
2320,"0hard/1601soft"
2364,"0hard/1651soft"
2379,"0hard/1765soft"
