"timeMillisSpent","score"
1,"0hard/624soft"
2,"0hard/707soft"
2,"0hard/727soft"
2,"0hard/765soft"
2,"0hard/814soft"
2,"0hard/1038soft"
4,"0hard/1046soft"
4,"0hard/1058soft"
6,"0hard/1114soft"
12,"0hard/1119soft"
12,"0hard/1126soft"
15,"0hard/1134soft"
15,"0hard/1141soft"
51,"0hard/1157soft"
51,"0hard/1173soft"
72,"0hard/1174soft"
106,"0hard/1178soft"
108,"0hard/1194soft"
473,"0hard/1199soft"
488,"0hard/1200soft"
5979,"0hard/1201soft"
22002,"0hard/1202soft"
