"timeMillisSpent","score"
5,"0hard/631soft"
10,"0hard/864soft"
16,"0hard/1068soft"
20,"0hard/1186soft"
137,"0hard/1191soft"
142,"0hard/1207soft"
288,"0hard/1217soft"
855,"0hard/1219soft"
