"timeMillisSpent","score"
2,"0hard/1161soft"
3,"0hard/1172soft"
4,"0hard/1219soft"
6,"0hard/1255soft"
9,"0hard/1256soft"
10,"0hard/1258soft"
15,"0hard/1267soft"
184,"0hard/1269soft"
229,"0hard/1271soft"
240,"0hard/1277soft"
374,"0hard/1280soft"
10610,"0hard/1281soft"
