"timeMillisSpent","score"
16,"0hard/-4498soft"
27,"0hard/-3468soft"
40,"0hard/-2306soft"
50,"0hard/-1539soft"
69,"0hard/-1469soft"
267,"0hard/-1438soft"
607,"0hard/-1271soft"
1009,"0hard/-1184soft"
1019,"0hard/-1022soft"
4985,"0hard/-601soft"
