"timeMillisSpent","score"
1,"-6hard/1263soft"
1,"-3hard/1252soft"
2,"-1hard/1116soft"
2,"-1hard/1129soft"
2,"-1hard/1131soft"
3,"-1hard/1202soft"
3,"-1hard/1218soft"
3,"-1hard/1256soft"
5,"-1hard/1257soft"
5,"-1hard/1265soft"
6,"0hard/1204soft"
17,"0hard/1221soft"
18,"0hard/1247soft"
