"timeMillisSpent","score"
0,"0hard/1156soft"
0,"0hard/1157soft"
1,"0hard/1241soft"
2,"0hard/1266soft"
2,"0hard/1271soft"
5,"0hard/1374soft"
8,"0hard/1391soft"
54,"0hard/1408soft"
55,"0hard/1448soft"
55,"0hard/1458soft"
