"timeMillisSpent","score"
7,"0hard/-1203soft"
13,"0hard/-695soft"
19,"0hard/-314soft"
26,"0hard/123soft"
32,"0hard/242soft"
37,"0hard/435soft"
43,"0hard/629soft"
54,"0hard/688soft"
59,"0hard/1021soft"
262,"0hard/1023soft"
268,"0hard/1105soft"
313,"0hard/1207soft"
634,"0hard/1217soft"
655,"0hard/1218soft"
660,"0hard/1574soft"
1906,"0hard/1615soft"
2525,"0hard/1657soft"
3446,"0hard/1757soft"
