"timeMillisSpent","score"
2,"0hard/-7026soft"
4,"0hard/-6502soft"
6,"0hard/-6186soft"
9,"0hard/-5497soft"
38,"0hard/-5440soft"
76,"0hard/-5347soft"
127,"0hard/-5283soft"
131,"0hard/-5125soft"
215,"0hard/-4809soft"
475,"0hard/-4568soft"
477,"0hard/-4347soft"
477,"0hard/-4237soft"
529,"0hard/-4004soft"
870,"0hard/-3993soft"
915,"0hard/-3459soft"
1034,"0hard/-3406soft"
1054,"0hard/-3173soft"
1221,"0hard/-2806soft"
1416,"0hard/-2670soft"
