"timeMillisSpent","score"
15,"0hard/-6247soft"
29,"0hard/-5215soft"
45,"0hard/-4206soft"
59,"0hard/-4194soft"
75,"0hard/-3588soft"
93,"0hard/-3456soft"
110,"0hard/-3083soft"
128,"0hard/-2979soft"
163,"0hard/-2937soft"
881,"0hard/-2885soft"
971,"0hard/-2876soft"
1172,"0hard/-2843soft"
1195,"0hard/-2746soft"
13218,"0hard/-2683soft"
15884,"0hard/-2591soft"
