"timeMillisSpent","score"
1,"-20hard/546soft"
1,"-15hard/530soft"
2,"-5hard/476soft"
2,"-5hard/508soft"
2,"-5hard/537soft"
2,"-5hard/551soft"
3,"-5hard/559soft"
3,"0hard/531soft"
4,"0hard/535soft"
7,"0hard/553soft"
7,"0hard/559soft"
