"timeMillisSpent","score"
2,"0hard/1318soft"
3,"0hard/1424soft"
5,"0hard/1432soft"
6,"0hard/1441soft"
23,"0hard/1459soft"
28,"0hard/1481soft"
62,"0hard/1507soft"
368,"0hard/1511soft"
373,"0hard/1518soft"
1483,"0hard/1539soft"
1728,"0hard/1561soft"
