"timeMillisSpent","score"
3,"0hard/-6662soft"
6,"0hard/-5901soft"
9,"0hard/-4752soft"
11,"0hard/-4383soft"
20,"0hard/-4112soft"
22,"0hard/-3919soft"
568,"0hard/-3730soft"
586,"0hard/-3443soft"
1223,"0hard/-3404soft"
5446,"0hard/-3350soft"
14303,"0hard/-3260soft"
19168,"0hard/-3174soft"
19729,"0hard/-3110soft"
20075,"0hard/-2988soft"
