"timeMillisSpent","score"
1,"-20hard/1427soft"
1,"0hard/1343soft"
4,"0hard/1352soft"
4,"0hard/1430soft"
19,"0hard/1463soft"
32,"0hard/1483soft"
37,"0hard/1492soft"
37,"0hard/1507soft"
37,"0hard/1552soft"
96,"0hard/1557soft"
97,"0hard/1566soft"
162,"0hard/1569soft"
163,"0hard/1586soft"
202,"0hard/1604soft"
207,"0hard/1640soft"
208,"0hard/1653soft"
