"timeMillisSpent","score"
9,"0hard/942soft"
16,"0hard/1333soft"
24,"0hard/1734soft"
32,"0hard/1984soft"
41,"0hard/2159soft"
49,"0hard/2289soft"
152,"0hard/2319soft"
165,"0hard/2402soft"
392,"0hard/2417soft"
1379,"0hard/2484soft"
1390,"0hard/2565soft"
1422,"0hard/2580soft"
2136,"0hard/2625soft"
2272,"0hard/2633soft"
2284,"0hard/2697soft"
6895,"0hard/2714soft"
26021,"0hard/2718soft"
