"timeMillisSpent","score"
8,"0hard/1666soft"
15,"0hard/1712soft"
20,"0hard/1714soft"
35,"0hard/1745soft"
61,"0hard/1758soft"
278,"0hard/1768soft"
4254,"0hard/1772soft"
4915,"0hard/1778soft"
6971,"0hard/1780soft"
14774,"0hard/1791soft"
17735,"0hard/1800soft"
