"timeMillisSpent","score"
37,"0hard/1186soft"
61,"0hard/1203soft"
73,"0hard/1231soft"
84,"0hard/1268soft"
131,"0hard/1275soft"
179,"0hard/1278soft"
599,"0hard/1280soft"
