"timeMillisSpent","score"
1,"0hard/406soft"
1,"0hard/440soft"
1,"0hard/464soft"
1,"0hard/467soft"
1,"0hard/473soft"
1,"0hard/481soft"
1,"0hard/491soft"
2,"0hard/500soft"
3,"0hard/504soft"
3,"0hard/531soft"
5,"0hard/560soft"
15,"0hard/571soft"
283,"0hard/577soft"
446,"0hard/588soft"
1166,"0hard/598soft"
3691,"0hard/601soft"
