"timeMillisSpent","score"
1,"0hard/-7026soft"
3,"0hard/-6502soft"
4,"0hard/-6186soft"
8,"0hard/-5497soft"
38,"0hard/-5440soft"
78,"0hard/-5347soft"
132,"0hard/-5283soft"
135,"0hard/-5125soft"
202,"0hard/-4809soft"
483,"0hard/-4568soft"
486,"0hard/-4347soft"
486,"0hard/-4237soft"
542,"0hard/-4004soft"
899,"0hard/-3993soft"
947,"0hard/-3459soft"
1068,"0hard/-3406soft"
1088,"0hard/-3173soft"
1258,"0hard/-2806soft"
1458,"0hard/-2670soft"
18129,"0hard/-2461soft"
