"timeMillisSpent","score"
7,"0hard/-6662soft"
13,"0hard/-5746soft"
21,"0hard/-5042soft"
78,"0hard/-4407soft"
95,"0hard/-4370soft"
105,"0hard/-4356soft"
115,"0hard/-4349soft"
125,"0hard/-3846soft"
175,"0hard/-3097soft"
185,"0hard/-2948soft"
2317,"0hard/-2584soft"
