"timeMillisSpent","score"
19,"0hard/-6247soft"
33,"0hard/-5215soft"
48,"0hard/-4206soft"
63,"0hard/-4194soft"
78,"0hard/-3588soft"
93,"0hard/-3456soft"
109,"0hard/-3083soft"
127,"0hard/-2979soft"
160,"0hard/-2937soft"
865,"0hard/-2885soft"
954,"0hard/-2876soft"
1153,"0hard/-2843soft"
1174,"0hard/-2746soft"
