"timeMillisSpent","score"
2,"0hard/1895soft"
3,"0hard/2173soft"
3,"0hard/2242soft"
6,"0hard/2278soft"
675,"0hard/2279soft"
682,"0hard/2317soft"
2617,"0hard/2322soft"
4911,"0hard/2333soft"
10736,"0hard/2341soft"
21408,"0hard/2377soft"
