"timeMillisSpent","score"
2,"0hard/1079soft"
2,"0hard/1099soft"
2,"0hard/1137soft"
2,"0hard/1176soft"
2,"0hard/1200soft"
8,"0hard/1208soft"
9,"0hard/1221soft"
13,"0hard/1222soft"
20,"0hard/1224soft"
23,"0hard/1227soft"
23,"0hard/1245soft"
39,"0hard/1255soft"
39,"0hard/1256soft"
56,"0hard/1263soft"
68,"0hard/1267soft"
68,"0hard/1268soft"
1298,"0hard/1270soft"
1537,"0hard/1273soft"
