"timeMillisSpent","score"
1,"-5hard/-8503soft"
1,"-1hard/-8112soft"
1,"-1hard/-8046soft"
13,"-1hard/-7421soft"
13,"0hard/-8531soft"
13,"0hard/-8367soft"
22,"0hard/-8084soft"
22,"0hard/-7017soft"
36,"0hard/-6934soft"
38,"0hard/-6740soft"
58,"0hard/-6250soft"
58,"0hard/-5809soft"
194,"0hard/-5283soft"
196,"0hard/-5263soft"
196,"0hard/-4826soft"
229,"0hard/-4116soft"
1341,"0hard/-3777soft"
1981,"0hard/-3734soft"
2544,"0hard/-3712soft"
2685,"0hard/-3517soft"
3729,"0hard/-3325soft"
