"timeMillisSpent","score"
58,"0hard/-4646soft"
79,"0hard/-3327soft"
94,"0hard/-2609soft"
104,"0hard/-2600soft"
115,"0hard/-2555soft"
125,"0hard/-2102soft"
136,"0hard/-1992soft"
360,"0hard/-1269soft"
714,"0hard/-1156soft"
7786,"0hard/-1080soft"
