"timeMillisSpent","score"
2,"0hard/485soft"
8,"0hard/508soft"
11,"0hard/536soft"
29,"0hard/539soft"
31,"0hard/573soft"
40,"0hard/577soft"
50,"0hard/578soft"
179,"0hard/580soft"
181,"0hard/583soft"
241,"0hard/589soft"
342,"0hard/604soft"
1548,"0hard/609soft"
8211,"0hard/610soft"
9347,"0hard/613soft"
