"timeMillisSpent","score"
1,"-20hard/1883soft"
1,"-5hard/1451soft"
1,"-5hard/1549soft"
1,"0hard/1255soft"
2,"0hard/1686soft"
2,"0hard/1698soft"
4,"0hard/1812soft"
4,"0hard/1915soft"
19,"0hard/1997soft"
20,"0hard/2031soft"
20,"0hard/2035soft"
21,"0hard/2085soft"
456,"0hard/2127soft"
805,"0hard/2130soft"
1625,"0hard/2139soft"
1733,"0hard/2158soft"
1741,"0hard/2183soft"
1742,"0hard/2219soft"
2496,"0hard/2233soft"
3732,"0hard/2251soft"
4971,"0hard/2305soft"
