"timeMillisSpent","score"
6,"0hard/631soft"
9,"0hard/862soft"
12,"0hard/1040soft"
15,"0hard/1089soft"
18,"0hard/1128soft"
21,"0hard/1171soft"
26,"0hard/1179soft"
28,"0hard/1181soft"
31,"0hard/1182soft"
36,"0hard/1189soft"
85,"0hard/1202soft"
95,"0hard/1203soft"
106,"0hard/1213soft"
112,"0hard/1222soft"
