"timeMillisSpent","score"
1,"0hard/737soft"
1,"0hard/811soft"
1,"0hard/1089soft"
1,"0hard/1432soft"
1,"0hard/1458soft"
1,"0hard/1477soft"
1,"0hard/1718soft"
2,"0hard/1871soft"
2,"0hard/1879soft"
2,"0hard/1890soft"
2,"0hard/1941soft"
6,"0hard/2036soft"
7,"0hard/2169soft"
30,"0hard/2198soft"
30,"0hard/2216soft"
33,"0hard/2222soft"
37,"0hard/2287soft"
38,"0hard/2411soft"
95,"0hard/2444soft"
212,"0hard/2527soft"
553,"0hard/2613soft"
1857,"0hard/2618soft"
4013,"0hard/2627soft"
4025,"0hard/2654soft"
