"timeMillisSpent","score"
11,"0hard/942soft"
19,"0hard/1333soft"
27,"0hard/1734soft"
35,"0hard/1984soft"
42,"0hard/2159soft"
51,"0hard/2289soft"
135,"0hard/2319soft"
146,"0hard/2402soft"
339,"0hard/2417soft"
1317,"0hard/2484soft"
1327,"0hard/2565soft"
1358,"0hard/2580soft"
2087,"0hard/2625soft"
2219,"0hard/2633soft"
2229,"0hard/2697soft"
