"timeMillisSpent","score"
2,"0hard/-1242soft"
4,"0hard/-611soft"
6,"0hard/-112soft"
7,"0hard/118soft"
9,"0hard/176soft"
12,"0hard/362soft"
14,"0hard/662soft"
16,"0hard/666soft"
19,"0hard/834soft"
25,"0hard/950soft"
87,"0hard/980soft"
149,"0hard/1126soft"
276,"0hard/1145soft"
383,"0hard/1251soft"
385,"0hard/1285soft"
386,"0hard/1410soft"
1398,"0hard/1620soft"
1457,"0hard/1691soft"
