"timeMillisSpent","score"
10,"0hard/631soft"
16,"0hard/847soft"
22,"0hard/1056soft"
28,"0hard/1124soft"
33,"0hard/1166soft"
43,"0hard/1191soft"
53,"0hard/1194soft"
84,"0hard/1199soft"
96,"0hard/1204soft"
300,"0hard/1206soft"
316,"0hard/1211soft"
327,"0hard/1216soft"
1090,"0hard/1218soft"
4504,"0hard/1220soft"
5064,"0hard/1222soft"
