"timeMillisSpent","score"
49,"0hard/-6662soft"
76,"0hard/-5739soft"
91,"0hard/-4652soft"
102,"0hard/-4416soft"
272,"0hard/-4261soft"
479,"0hard/-3641soft"
1403,"0hard/-3499soft"
1522,"0hard/-3225soft"
1527,"0hard/-3204soft"
2473,"0hard/-3178soft"
2499,"0hard/-2857soft"
2504,"0hard/-2619soft"
