"timeMillisSpent","score"
9,"0hard/-4646soft"
16,"0hard/-3327soft"
23,"0hard/-2609soft"
28,"0hard/-1963soft"
56,"0hard/-1813soft"
64,"0hard/-1404soft"
1407,"0hard/-1124soft"
